Comente,Comente_texto,texto_limpo,tokens,tokens_sem_stopwords,tokens_stemmed,texto_final
"B.B. vocês não apoiam nada disso por livre e espontânea vontade, isso faz parte de uma agenda que vocês seguem, então, vamos ser ao menos mais transparentes?","B.B. vocês não apoiam nada disso por livre e espontânea vontade, isso faz parte de uma agenda que vocês seguem, então, vamos ser ao menos mais transparentes?",bb vocês não apoiam nada disso por livre espontânea vontade isso faz parte uma agenda que vocês seguem então vamos ser menos mais transparentes,"['bb', 'vocês', 'não', 'apoiam', 'nada', 'disso', 'por', 'livre', 'espontânea', 'vontade', 'isso', 'faz', 'parte', 'uma', 'agenda', 'que', 'vocês', 'seguem', 'então', 'vamos', 'ser', 'menos', 'mais', 'transparentes']","['bb', 'apoiam', 'nada', 'disso', 'livre', 'espontânea', 'vontade', 'faz', 'parte', 'agenda', 'seguem', 'então', 'vamos', 'menos', 'transparentes']","['bb', 'apo', 'nad', 'diss', 'livr', 'espontâne', 'vontad', 'faz', 'part', 'agend', 'segu', 'ent', 'vam', 'menos', 'transpar']",bb apo nad diss livr espontâne vontad faz part agend segu ent vam menos transpar
índio de faz de conta,índio de faz de conta,índio faz conta,"['índio', 'faz', 'conta']","['índio', 'faz', 'conta']","['índi', 'faz', 'cont']",índi faz cont
.,.,,[],[],[],
Piada @bancodobrasil vocês financiaram o fazendeiro que desmatou com agente laranja 10 milhões para desmatamento @greenpeacebrasil  @alok,Piada @bancodobrasil vocês financiaram o fazendeiro que desmatou com agente laranja 10 milhões para desmatamento @greenpeacebrasil  @alok,piada bancodobrasil vocês financiaram fazendeiro que desmatou com agente laranja milhões para desmatamento greenpeacebrasil alok,"['piada', 'bancodobrasil', 'vocês', 'financiaram', 'fazendeiro', 'que', 'desmatou', 'com', 'agente', 'laranja', 'milhões', 'para', 'desmatamento', 'greenpeacebrasil', 'alok']","['piada', 'bancodobrasil', 'financiaram', 'fazendeiro', 'desmatou', 'agente', 'laranja', 'milhões', 'desmatamento', 'greenpeacebrasil', 'alok']","['pi', 'bancodobrasil', 'financi', 'fazend', 'desmat', 'agent', 'laranj', 'milhã', 'desmat', 'greenpeacebrasil', 'alok']",pi bancodobrasil financi fazend desmat agent laranj milhã desmat greenpeacebrasil alok
Faz o L,Faz o L,faz,['faz'],['faz'],['faz'],faz
Ótimo vídeo sobre sustentabilidade sobre Amazonas isso ae ta pegando fogo 🔥🔥,Ótimo vídeo sobre sustentabilidade sobre Amazonas isso ae ta pegando fogo :fire::fire:,ótimo vídeo sobre sustentabilidade sobre amazonas isso pegando fogo firefire,"['ótimo', 'vídeo', 'sobre', 'sustentabilidade', 'sobre', 'amazonas', 'isso', 'pegando', 'fogo', 'firefire']","['ótimo', 'vídeo', 'sobre', 'sustentabilidade', 'sobre', 'amazonas', 'pegando', 'fogo', 'firefire']","['ótim', 'víde', 'sobr', 'sustent', 'sobr', 'ama', 'peg', 'fog', 'firef']",ótim víde sobr sustent sobr ama peg fog firef
Top de mais 👏👏👏👏🙌🔥❤️,Top de mais :clapping_hands::clapping_hands::clapping_hands::clapping_hands::raising_hands::fire::red_heart:,top mais clapping_handsclapping_handsclapping_handsclapping_handsraising_handsfirered_heart,"['top', 'mais', 'clapping_handsclapping_handsclapping_handsclapping_handsraising_handsfirered_heart']","['top', 'clapping_handsclapping_handsclapping_handsclapping_handsraising_handsfirered_heart']","['top', 'clapping_handsclapping_handsclapping_handsclapping_handsraising_handsfirered_heart']",top clapping_handsclapping_handsclapping_handsclapping_handsraising_handsfirered_heart
Amem e isso vamos pra cima com fé fé Jesus 👏🙌,Amem e isso vamos pra cima com fé fé Jesus :clapping_hands::raising_hands:,amem isso vamos pra cima com jesus clapping_handsraising_hands,"['amem', 'isso', 'vamos', 'pra', 'cima', 'com', 'jesus', 'clapping_handsraising_hands']","['amem', 'vamos', 'pra', 'cima', 'jesus', 'clapping_handsraising_hands']","['am', 'vam', 'pra', 'cim', 'jesu', 'clapping_handsraising_hand']",am vam pra cim jesu clapping_handsraising_hand
Hipocrisia gratuita,Hipocrisia gratuita,hipocrisia gratuita,"['hipocrisia', 'gratuita']","['hipocrisia', 'gratuita']","['hipocris', 'gratuit']",hipocris gratuit
Só quem convive com eles sabe da realidade que é difícil e como são desvalorizados. Que Deus traga luz aos que pensam que o governo/instituições estão fazendo algo por eles.,Só quem convive com eles sabe da realidade que é difícil e como são desvalorizados. Que Deus traga luz aos que pensam que o governo/instituições estão fazendo algo por eles.,quem convive com eles sabe realidade que difícil como são desvalorizados que deus traga luz aos que pensam que governoinstituições estão fazendo algo por eles,"['quem', 'convive', 'com', 'eles', 'sabe', 'realidade', 'que', 'difícil', 'como', 'são', 'desvalorizados', 'que', 'deus', 'traga', 'luz', 'aos', 'que', 'pensam', 'que', 'governoinstituições', 'estão', 'fazendo', 'algo', 'por', 'eles']","['convive', 'sabe', 'realidade', 'difícil', 'desvalorizados', 'deus', 'traga', 'luz', 'pensam', 'governoinstituições', 'fazendo', 'algo']","['conviv', 'sab', 'real', 'difícil', 'desvalor', 'deu', 'trag', 'luz', 'pens', 'governoinstitu', 'faz', 'alg']",conviv sab real difícil desvalor deu trag luz pens governoinstitu faz alg
🙌🏻🙏🏻,:raising_hands_light_skin_tone::folded_hands_light_skin_tone:,raising_hands_light_skin_tonefolded_hands_light_skin_tone,['raising_hands_light_skin_tonefolded_hands_light_skin_tone'],['raising_hands_light_skin_tonefolded_hands_light_skin_tone'],['raising_hands_light_skin_tonefolded_hands_light_skin_ton'],raising_hands_light_skin_tonefolded_hands_light_skin_ton
Quem nos respeita...somos obrigado ao mesmo...assim agradecemos pelo próprio pedido de ajuda.... obrigado ❤️🙌👏😍,Quem nos respeita...somos obrigado ao mesmo...assim agradecemos pelo próprio pedido de ajuda.... obrigado :red_heart::raising_hands::clapping_hands::smiling_face_with_heart-eyes:,quem nos respeitasomos obrigado mesmoassim agradecemos pelo próprio pedido ajuda obrigado red_heartraising_handsclapping_handssmiling_face_with_hearteyes,"['quem', 'nos', 'respeitasomos', 'obrigado', 'mesmoassim', 'agradecemos', 'pelo', 'próprio', 'pedido', 'ajuda', 'obrigado', 'red_heartraising_handsclapping_handssmiling_face_with_hearteyes']","['respeitasomos', 'obrigado', 'mesmoassim', 'agradecemos', 'próprio', 'pedido', 'ajuda', 'obrigado', 'red_heartraising_handsclapping_handssmiling_face_with_hearteyes']","['respeitas', 'obrig', 'mesmoassim', 'agradec', 'própri', 'ped', 'ajud', 'obrig', 'red_heartraising_handsclapping_handssmiling_face_with_heartey']",respeitas obrig mesmoassim agradec própri ped ajud obrig red_heartraising_handsclapping_handssmiling_face_with_heartey
👏👏👏👏,:clapping_hands::clapping_hands::clapping_hands::clapping_hands:,clapping_handsclapping_handsclapping_handsclapping_hands,['clapping_handsclapping_handsclapping_handsclapping_hands'],['clapping_handsclapping_handsclapping_handsclapping_hands'],['clapping_handsclapping_handsclapping_handsclapping_hand'],clapping_handsclapping_handsclapping_handsclapping_hand
8_8,8_8,8_8,['8_8'],['8_8'],['8_8'],8_8
👏👏,:clapping_hands::clapping_hands:,clapping_handsclapping_hands,['clapping_handsclapping_hands'],['clapping_handsclapping_hands'],['clapping_handsclapping_hand'],clapping_handsclapping_hand
"Da pra vê a consciência do seu povo quanto as crianças, quando passo na região de Grajau região do Maranhão vai pqp!","Da pra vê a consciência do seu povo quanto as crianças, quando passo na região de Grajau região do Maranhão vai pqp!",pra consciência seu povo quanto crianças quando passo região grajau região maranhão vai pqp,"['pra', 'consciência', 'seu', 'povo', 'quanto', 'crianças', 'quando', 'passo', 'região', 'grajau', 'região', 'maranhão', 'vai', 'pqp']","['pra', 'consciência', 'povo', 'quanto', 'crianças', 'passo', 'região', 'grajau', 'região', 'maranhão', 'vai', 'pqp']","['pra', 'consci', 'pov', 'quant', 'crianç', 'pass', 'reg', 'grajau', 'reg', 'maranh', 'vai', 'pqp']",pra consci pov quant crianç pass reg grajau reg maranh vai pqp
Verdade guerreiro!!!,Verdade guerreiro!!!,verdade guerreiro,"['verdade', 'guerreiro']","['verdade', 'guerreiro']","['verdad', 'guerr']",verdad guerr
"O Banco do Brasil é o Banco da HIPOCRICIA é a instituição financeira que mais opera contratos na Amazônia, uma região de extrema importância ecológica e estratégica. No entanto, a fiscalização inadequada e falhas no controle têm permitido a concessão de créditos rurais a propriedades que contribuem para o desmatamento ilegal. Esse cenário reflete uma gestão que não só negligencia as questões ambientais, mas também carece de uma análise mais profunda sobre as consequências de suas ações.
De forma semelhante, a prática do tokenismo também se manifesta em contextos onde ações superficiais são realizadas para aparentar inclusão e respeito a grupos indígenas, sem efetivamente proporcionar mudanças significativas. O tokenismo, um termo que surgiu nas lutas pelos direitos civis dos negros nos Estados Unidos, reflete uma atitude de inclusão apenas simbólica, em que se busca passar uma imagem de diversidade e igualdade, mas sem oferecer oportunidades reais de poder ou participação.
Assim como a falha na fiscalização dos créditos rurais, o tokenismo revela um processo de disfarce de problemas estruturais, onde não se enfrentam as raízes da desigualdade ou da degradação ambiental. Ambos os casos demonstram que, sem um compromisso genuíno com mudanças profundas, a simples ação simbólica é insuficiente para transformar realidades e gerar resultados concretos para a justiça social e ambiental, apenas aparentar para ganhar mais dinheiro!","O Banco do Brasil é o Banco da HIPOCRICIA é a instituição financeira que mais opera contratos na Amazônia, uma região de extrema importância ecológica e estratégica. No entanto, a fiscalização inadequada e falhas no controle têm permitido a concessão de créditos rurais a propriedades que contribuem para o desmatamento ilegal. Esse cenário reflete uma gestão que não só negligencia as questões ambientais, mas também carece de uma análise mais profunda sobre as consequências de suas ações.
De forma semelhante, a prática do tokenismo também se manifesta em contextos onde ações superficiais são realizadas para aparentar inclusão e respeito a grupos indígenas, sem efetivamente proporcionar mudanças significativas. O tokenismo, um termo que surgiu nas lutas pelos direitos civis dos negros nos Estados Unidos, reflete uma atitude de inclusão apenas simbólica, em que se busca passar uma imagem de diversidade e igualdade, mas sem oferecer oportunidades reais de poder ou participação.
Assim como a falha na fiscalização dos créditos rurais, o tokenismo revela um processo de disfarce de problemas estruturais, onde não se enfrentam as raízes da desigualdade ou da degradação ambiental. Ambos os casos demonstram que, sem um compromisso genuíno com mudanças profundas, a simples ação simbólica é insuficiente para transformar realidades e gerar resultados concretos para a justiça social e ambiental, apenas aparentar para ganhar mais dinheiro!",banco brasil banco hipocricia instituição financeira que mais opera contratos amazônia uma região extrema importância ecológica estratégica entanto fiscalização inadequada falhas controle têm permitido concessão créditos rurais propriedades que contribuem para desmatamento ilegal esse cenário reflete uma gestão que não negligencia questões ambientais mas também carece uma análise mais profunda sobre consequências suas ações forma semelhante prática tokenismo também manifesta contextos onde ações superficiais são realizadas para aparentar inclusão respeito grupos indígenas sem efetivamente proporcionar mudanças significativas tokenismo termo que surgiu nas lutas pelos direitos civis dos negros nos estados unidos reflete uma atitude inclusão apenas simbólica que busca passar uma imagem diversidade igualdade mas sem oferecer oportunidades reais poder participação assim como falha fiscalização dos créditos rurais tokenismo revela processo disfarce problemas estruturais onde não enfrentam raízes desigualdade degradação ambiental ambos casos demonstram que sem compromisso genuíno com mudanças profundas simples ação simbólica insuficiente para transformar realidades gerar resultados concretos para justiça social ambiental apenas aparentar para ganhar mais dinheiro,"['banco', 'brasil', 'banco', 'hipocricia', 'instituição', 'financeira', 'que', 'mais', 'opera', 'contratos', 'amazônia', 'uma', 'região', 'extrema', 'importância', 'ecológica', 'estratégica', 'entanto', 'fiscalização', 'inadequada', 'falhas', 'controle', 'têm', 'permitido', 'concessão', 'créditos', 'rurais', 'propriedades', 'que', 'contribuem', 'para', 'desmatamento', 'ilegal', 'esse', 'cenário', 'reflete', 'uma', 'gestão', 'que', 'não', 'negligencia', 'questões', 'ambientais', 'mas', 'também', 'carece', 'uma', 'análise', 'mais', 'profunda', 'sobre', 'consequências', 'suas', 'ações', 'forma', 'semelhante', 'prática', 'tokenismo', 'também', 'manifesta', 'contextos', 'onde', 'ações', 'superficiais', 'são', 'realizadas', 'para', 'aparentar', 'inclusão', 'respeito', 'grupos', 'indígenas', 'sem', 'efetivamente', 'proporcionar', 'mudanças', 'significativas', 'tokenismo', 'termo', 'que', 'surgiu', 'nas', 'lutas', 'pelos', 'direitos', 'civis', 'dos', 'negros', 'nos', 'estados', 'unidos', 'reflete', 'uma', 'atitude', 'inclusão', 'apenas', 'simbólica', 'que', 'busca', 'passar', 'uma', 'imagem', 'diversidade', 'igualdade', 'mas', 'sem', 'oferecer', 'oportunidades', 'reais', 'poder', 'participação', 'assim', 'como', 'falha', 'fiscalização', 'dos', 'créditos', 'rurais', 'tokenismo', 'revela', 'processo', 'disfarce', 'problemas', 'estruturais', 'onde', 'não', 'enfrentam', 'raízes', 'desigualdade', 'degradação', 'ambiental', 'ambos', 'casos', 'demonstram', 'que', 'sem', 'compromisso', 'genuíno', 'com', 'mudanças', 'profundas', 'simples', 'ação', 'simbólica', 'insuficiente', 'para', 'transformar', 'realidades', 'gerar', 'resultados', 'concretos', 'para', 'justiça', 'social', 'ambiental', 'apenas', 'aparentar', 'para', 'ganhar', 'mais', 'dinheiro']","['banco', 'brasil', 'banco', 'hipocricia', 'instituição', 'financeira', 'opera', 'contratos', 'amazônia', 'região', 'extrema', 'importância', 'ecológica', 'estratégica', 'entanto', 'fiscalização', 'inadequada', 'falhas', 'controle', 'têm', 'permitido', 'concessão', 'créditos', 'rurais', 'propriedades', 'contribuem', 'desmatamento', 'ilegal', 'cenário', 'reflete', 'gestão', 'negligencia', 'questões', 'ambientais', 'carece', 'análise', 'profunda', 'sobre', 'consequências', 'ações', 'forma', 'semelhante', 'prática', 'tokenismo', 'manifesta', 'contextos', 'onde', 'ações', 'superficiais', 'realizadas', 'aparentar', 'inclusão', 'respeito', 'grupos', 'indígenas', 'efetivamente', 'proporcionar', 'mudanças', 'significativas', 'tokenismo', 'termo', 'surgiu', 'lutas', 'direitos', 'civis', 'negros', 'estados', 'unidos', 'reflete', 'atitude', 'inclusão', 'apenas', 'simbólica', 'busca', 'passar', 'imagem', 'diversidade', 'igualdade', 'oferecer', 'oportunidades', 'reais', 'poder', 'participação', 'assim', 'falha', 'fiscalização', 'créditos', 'rurais', 'tokenismo', 'revela', 'processo', 'disfarce', 'problemas', 'estruturais', 'onde', 'enfrentam', 'raízes', 'desigualdade', 'degradação', 'ambiental', 'ambos', 'casos', 'demonstram', 'compromisso', 'genuíno', 'mudanças', 'profundas', 'simples', 'ação', 'simbólica', 'insuficiente', 'transformar', 'realidades', 'gerar', 'resultados', 'concretos', 'justiça', 'social', 'ambiental', 'apenas', 'aparentar', 'ganhar', 'dinheiro']","['banc', 'brasil', 'banc', 'hipocric', 'institu', 'financ', 'oper', 'contrat', 'amazôn', 'reg', 'extrem', 'import', 'ecológ', 'estratég', 'entant', 'fiscal', 'inadequ', 'falh', 'control', 'têm', 'permit', 'concess', 'crédit', 'rural', 'propriedad', 'contribu', 'desmat', 'ileg', 'cen', 'reflet', 'gest', 'negligenc', 'quest', 'ambient', 'carec', 'anális', 'profund', 'sobr', 'consequ', 'açõ', 'form', 'semelh', 'prát', 'token', 'manifest', 'context', 'ond', 'açõ', 'superfic', 'realiz', 'aparent', 'inclus', 'respeit', 'grup', 'indígen', 'efetiv', 'proporc', 'mudanç', 'signific', 'token', 'term', 'surg', 'lut', 'direit', 'civil', 'negr', 'est', 'unid', 'reflet', 'atitud', 'inclus', 'apen', 'simból', 'busc', 'pass', 'imag', 'divers', 'igualdad', 'oferec', 'oportun', 'real', 'pod', 'particip', 'assim', 'falh', 'fiscal', 'crédit', 'rural', 'token', 'revel', 'process', 'disfarc', 'problem', 'estrut', 'ond', 'enfrent', 'raíz', 'desigualdad', 'degrad', 'ambient', 'ambos', 'cas', 'demonstr', 'compromiss', 'genuín', 'mudanç', 'profund', 'simpl', 'açã', 'simból', 'insufici', 'transform', 'real', 'ger', 'result', 'concret', 'justiç', 'soc', 'ambient', 'apen', 'aparent', 'ganh', 'dinh']",banc brasil banc hipocric institu financ oper contrat amazôn reg extrem import ecológ estratég entant fiscal inadequ falh control têm permit concess crédit rural propriedad contribu desmat ileg cen reflet gest negligenc quest ambient carec anális profund sobr consequ açõ form semelh prát token manifest context ond açõ superfic realiz aparent inclus respeit grup indígen efetiv proporc mudanç signific token term surg lut direit civil negr est unid reflet atitud inclus apen simból busc pass imag divers igualdad oferec oportun real pod particip assim falh fiscal crédit rural token revel process disfarc problem estrut ond enfrent raíz desigualdad degrad ambient ambos cas demonstr compromiss genuín mudanç profund simpl açã simból insufici transform real ger result concret justiç soc ambient apen aparent ganh dinh
😂 no vídeo acima tem o índio cara de capivara com iPhone e Hilux kkk,:face_with_tears_of_joy: no vídeo acima tem o índio cara de capivara com iPhone e Hilux kkk,face_with_tears_of_joy vídeo acima tem índio cara capivara com iphone hilux kkk,"['face_with_tears_of_joy', 'vídeo', 'acima', 'tem', 'índio', 'cara', 'capivara', 'com', 'iphone', 'hilux', 'kkk']","['face_with_tears_of_joy', 'vídeo', 'acima', 'índio', 'cara', 'capivara', 'iphone', 'hilux', 'kkk']","['face_with_tears_of_joy', 'víde', 'acim', 'índi', 'car', 'capiv', 'iphon', 'hilux', 'kkk']",face_with_tears_of_joy víde acim índi car capiv iphon hilux kkk
Tá mas tu ainda come do meu imposto,Tá mas tu ainda come do meu imposto,mas ainda come meu imposto,"['mas', 'ainda', 'come', 'meu', 'imposto']","['ainda', 'come', 'imposto']","['aind', 'com', 'impost']",aind com impost
Índio da tribo kidaoanus,Índio da tribo kidaoanus,índio tribo kidaoanus,"['índio', 'tribo', 'kidaoanus']","['índio', 'tribo', 'kidaoanus']","['índi', 'trib', 'kidaoanu']",índi trib kidaoanu
@storm_7.65  kkk literalmente tá pegando fogo,@storm_7.65  kkk literalmente tá pegando fogo,storm_765 kkk literalmente pegando fogo,"['storm_765', 'kkk', 'literalmente', 'pegando', 'fogo']","['storm_765', 'kkk', 'literalmente', 'pegando', 'fogo']","['storm_765', 'kkk', 'liter', 'peg', 'fog']",storm_765 kkk liter peg fog
"Cokar bonito. Foi caro? É de pena  pavão? O estilista , quem é?","Cokar bonito. Foi caro? É de pena  pavão? O estilista , quem é?",cokar bonito foi caro pena pavão estilista quem,"['cokar', 'bonito', 'foi', 'caro', 'pena', 'pavão', 'estilista', 'quem']","['cokar', 'bonito', 'caro', 'pena', 'pavão', 'estilista']","['cok', 'bonit', 'car', 'pen', 'pav', 'estil']",cok bonit car pen pav estil
"Índio desse n tem vergonha de falar isso, “cuidar dos animais”?? Um vgbd cuida nem dos cachorros dele, a pessoa vai na aldeia e vê os animais tudo passando fome. E como eles cuidam da floresta e das águas? Sendo q na primeira oportunidade, eles tão colocando veneno na água pra matar todos os peixes, e na mata tbm n é diferente","Índio desse n tem vergonha de falar isso, “cuidar dos animais”?? Um vgbd cuida nem dos cachorros dele, a pessoa vai na aldeia e vê os animais tudo passando fome. E como eles cuidam da floresta e das águas? Sendo q na primeira oportunidade, eles tão colocando veneno na água pra matar todos os peixes, e na mata tbm n é diferente",índio desse tem vergonha falar isso cuidar dos animais vgbd cuida nem dos cachorros dele pessoa vai aldeia animais tudo passando fome como eles cuidam floresta das águas sendo primeira oportunidade eles tão colocando veneno água pra matar todos peixes mata tbm diferente,"['índio', 'desse', 'tem', 'vergonha', 'falar', 'isso', 'cuidar', 'dos', 'animais', 'vgbd', 'cuida', 'nem', 'dos', 'cachorros', 'dele', 'pessoa', 'vai', 'aldeia', 'animais', 'tudo', 'passando', 'fome', 'como', 'eles', 'cuidam', 'floresta', 'das', 'águas', 'sendo', 'primeira', 'oportunidade', 'eles', 'tão', 'colocando', 'veneno', 'água', 'pra', 'matar', 'todos', 'peixes', 'mata', 'tbm', 'diferente']","['índio', 'desse', 'vergonha', 'falar', 'cuidar', 'animais', 'vgbd', 'cuida', 'cachorros', 'pessoa', 'vai', 'aldeia', 'animais', 'tudo', 'passando', 'fome', 'cuidam', 'floresta', 'águas', 'sendo', 'primeira', 'oportunidade', 'tão', 'colocando', 'veneno', 'água', 'pra', 'matar', 'todos', 'peixes', 'mata', 'tbm', 'diferente']","['índi', 'dess', 'vergonh', 'fal', 'cuid', 'animal', 'vgbd', 'cuid', 'cachorr', 'pesso', 'vai', 'alde', 'animal', 'tud', 'pass', 'fom', 'cuid', 'florest', 'águ', 'send', 'prim', 'oportun', 'tão', 'coloc', 'venen', 'águ', 'pra', 'mat', 'tod', 'peix', 'mat', 'tbm', 'difer']",índi dess vergonh fal cuid animal vgbd cuid cachorr pesso vai alde animal tud pass fom cuid florest águ send prim oportun tão coloc venen águ pra mat tod peix mat tbm difer
.,.,,[],[],[],
Não adianta nada apoiar os povos originários e financiar o agronegócio sem nenhuma análise quanto ao desmatamento!,Não adianta nada apoiar os povos originários e financiar o agronegócio sem nenhuma análise quanto ao desmatamento!,não adianta nada apoiar povos originários financiar agronegócio sem nenhuma análise quanto desmatamento,"['não', 'adianta', 'nada', 'apoiar', 'povos', 'originários', 'financiar', 'agronegócio', 'sem', 'nenhuma', 'análise', 'quanto', 'desmatamento']","['adianta', 'nada', 'apoiar', 'povos', 'originários', 'financiar', 'agronegócio', 'nenhuma', 'análise', 'quanto', 'desmatamento']","['adiant', 'nad', 'apoi', 'pov', 'origin', 'financi', 'agronegóci', 'nenhum', 'anális', 'quant', 'desmat']",adiant nad apoi pov origin financi agronegóci nenhum anális quant desmat
Pena que o tal respeito citado nesse vídeo não é praticado pela agência @bancodobrasil 800 em João Pinheiro MG.,Pena que o tal respeito citado nesse vídeo não é praticado pela agência @bancodobrasil 800 em João Pinheiro MG.,pena que tal respeito citado nesse vídeo não praticado pela agência bancodobrasil 800 joão pinheiro mg,"['pena', 'que', 'tal', 'respeito', 'citado', 'nesse', 'vídeo', 'não', 'praticado', 'pela', 'agência', 'bancodobrasil', '800', 'joão', 'pinheiro', 'mg']","['pena', 'tal', 'respeito', 'citado', 'nesse', 'vídeo', 'praticado', 'agência', 'bancodobrasil', '800', 'joão', 'pinheiro', 'mg']","['pen', 'tal', 'respeit', 'cit', 'ness', 'víde', 'pratic', 'agênc', 'bancodobrasil', '800', 'joã', 'pinh', 'mg']",pen tal respeit cit ness víde pratic agênc bancodobrasil 800 joã pinh mg
👏👏👏👏👏👏❤️❤️❤️,:clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::red_heart::red_heart::red_heart:,clapping_handsclapping_handsclapping_handsclapping_handsclapping_handsclapping_handsred_heartred_heartred_heart,['clapping_handsclapping_handsclapping_handsclapping_handsclapping_handsclapping_handsred_heartred_heartred_heart'],['clapping_handsclapping_handsclapping_handsclapping_handsclapping_handsclapping_handsred_heartred_heartred_heart'],['clapping_handsclapping_handsclapping_handsclapping_handsclapping_handsclapping_handsred_heartred_heartred_heart'],clapping_handsclapping_handsclapping_handsclapping_handsclapping_handsclapping_handsred_heartred_heartred_heart
TEM MEU APOIO 🤜🏼🤛🏽👏🏽👏🏽,TEM MEU APOIO :right-facing_fist_medium-light_skin_tone::left-facing_fist_medium_skin_tone::clapping_hands_medium_skin_tone::clapping_hands_medium_skin_tone:,tem meu apoio rightfacing_fist_mediumlight_skin_toneleftfacing_fist_medium_skin_toneclapping_hands_medium_skin_toneclapping_hands_medium_skin_tone,"['tem', 'meu', 'apoio', 'rightfacing_fist_mediumlight_skin_toneleftfacing_fist_medium_skin_toneclapping_hands_medium_skin_toneclapping_hands_medium_skin_tone']","['apoio', 'rightfacing_fist_mediumlight_skin_toneleftfacing_fist_medium_skin_toneclapping_hands_medium_skin_toneclapping_hands_medium_skin_tone']","['apoi', 'rightfacing_fist_mediumlight_skin_toneleftfacing_fist_medium_skin_toneclapping_hands_medium_skin_toneclapping_hands_medium_skin_ton']",apoi rightfacing_fist_mediumlight_skin_toneleftfacing_fist_medium_skin_toneclapping_hands_medium_skin_toneclapping_hands_medium_skin_ton
Indio paraguaio.  Lá garantia soy yo!!!,Indio paraguaio.  Lá garantia soy yo!!!,indio paraguaio garantia soy yo,"['indio', 'paraguaio', 'garantia', 'soy', 'yo']","['indio', 'paraguaio', 'garantia', 'soy', 'yo']","['indi', 'paraguai', 'garant', 'soy', 'yo']",indi paraguai garant soy yo
"Isso, e cobrar pedágio de quem tentar usar uma estrada pública. É vender madeira para madeireiras ilegais e deixar explorarem ouro na reserva, desde que paguei também. Índios mais capitalistas que os nossos eu nunca ouvi falar.","Isso, e cobrar pedágio de quem tentar usar uma estrada pública. É vender madeira para madeireiras ilegais e deixar explorarem ouro na reserva, desde que paguei também. Índios mais capitalistas que os nossos eu nunca ouvi falar.",isso cobrar pedágio quem tentar usar uma estrada pública vender madeira para madeireiras ilegais deixar explorarem ouro reserva desde que paguei também índios mais capitalistas que nossos nunca ouvi falar,"['isso', 'cobrar', 'pedágio', 'quem', 'tentar', 'usar', 'uma', 'estrada', 'pública', 'vender', 'madeira', 'para', 'madeireiras', 'ilegais', 'deixar', 'explorarem', 'ouro', 'reserva', 'desde', 'que', 'paguei', 'também', 'índios', 'mais', 'capitalistas', 'que', 'nossos', 'nunca', 'ouvi', 'falar']","['cobrar', 'pedágio', 'tentar', 'usar', 'estrada', 'pública', 'vender', 'madeira', 'madeireiras', 'ilegais', 'deixar', 'explorarem', 'ouro', 'reserva', 'desde', 'paguei', 'índios', 'capitalistas', 'nunca', 'ouvi', 'falar']","['cobr', 'pedági', 'tent', 'us', 'estr', 'públic', 'vend', 'mad', 'madeir', 'ileg', 'deix', 'explor', 'our', 'reserv', 'desd', 'pag', 'índi', 'capit', 'nunc', 'ouv', 'fal']",cobr pedági tent us estr públic vend mad madeir ileg deix explor our reserv desd pag índi capit nunc ouv fal
P77,P77,p77,['p77'],['p77'],['p77'],p77
"ESTOU AGAURDANDO UM RETORNO DE VOCÊS SOBRE O CANCELAMENTO DO SERVIÇO DE CAPITALIZAÇÃO QUE ME COBRARAM INDEVIDAMENTE DO MEU CARTÃO E ATÉ O MOMENTO NÃO TIVE UM RETORNO DE VOCÊS. ISSO É UM DESCASO COM OS CLIENTES, AINDA SER COBRADO POR UM SERVIÇO QUE NÃO SOLICITEI.","ESTOU AGAURDANDO UM RETORNO DE VOCÊS SOBRE O CANCELAMENTO DO SERVIÇO DE CAPITALIZAÇÃO QUE ME COBRARAM INDEVIDAMENTE DO MEU CARTÃO E ATÉ O MOMENTO NÃO TIVE UM RETORNO DE VOCÊS. ISSO É UM DESCASO COM OS CLIENTES, AINDA SER COBRADO POR UM SERVIÇO QUE NÃO SOLICITEI.",estou agaurdando retorno vocês sobre cancelamento serviço capitalização que cobraram indevidamente meu cartão até momento não tive retorno vocês isso descaso com clientes ainda ser cobrado por serviço que não solicitei,"['estou', 'agaurdando', 'retorno', 'vocês', 'sobre', 'cancelamento', 'serviço', 'capitalização', 'que', 'cobraram', 'indevidamente', 'meu', 'cartão', 'até', 'momento', 'não', 'tive', 'retorno', 'vocês', 'isso', 'descaso', 'com', 'clientes', 'ainda', 'ser', 'cobrado', 'por', 'serviço', 'que', 'não', 'solicitei']","['agaurdando', 'retorno', 'sobre', 'cancelamento', 'serviço', 'capitalização', 'cobraram', 'indevidamente', 'cartão', 'momento', 'retorno', 'descaso', 'clientes', 'ainda', 'cobrado', 'serviço', 'solicitei']","['agaurd', 'retorn', 'sobr', 'cancel', 'serviç', 'capit', 'cobr', 'indevid', 'cart', 'moment', 'retorn', 'descas', 'client', 'aind', 'cobr', 'serviç', 'solicit']",agaurd retorn sobr cancel serviç capit cobr indevid cart moment retorn descas client aind cobr serviç solicit
