Comente,Comente_texto,texto_limpo,tokens,tokens_sem_stopwords,tokens_stemmed,texto_final
@duardomaverick amanhã to lá pela manhã 🙌,@duardomaverick amanhã to lá pela manhã :raising_hands:,duardomaverick amanhã pela manhã raising_hands,"['duardomaverick', 'amanhã', 'pela', 'manhã', 'raising_hands']","['duardomaverick', 'amanhã', 'manhã', 'raising_hands']","['duardomaverick', 'amanhã', 'manhã', 'raising_hand']",duardomaverick amanhã manhã raising_hand
@tonyborbba hahah vamooo,@tonyborbba hahah vamooo,tonyborbba hahah vamooo,"['tonyborbba', 'hahah', 'vamooo']","['tonyborbba', 'hahah', 'vamooo']","['tonyborbb', 'hahah', 'vamoo']",tonyborbb hahah vamoo
BB +Haole...BooomD+! 😍👏👏👏,BB +Haole...BooomD+! :smiling_face_with_heart-eyes::clapping_hands::clapping_hands::clapping_hands:,haolebooomd smiling_face_with_hearteyesclapping_handsclapping_handsclapping_hands,"['haolebooomd', 'smiling_face_with_hearteyesclapping_handsclapping_handsclapping_hands']","['haolebooomd', 'smiling_face_with_hearteyesclapping_handsclapping_handsclapping_hands']","['haolebooomd', 'smiling_face_with_hearteyesclapping_handsclapping_handsclapping_hand']",haolebooomd smiling_face_with_hearteyesclapping_handsclapping_handsclapping_hand
@arthurfaguiar surreal mano,@arthurfaguiar surreal mano,arthurfaguiar surreal mano,"['arthurfaguiar', 'surreal', 'mano']","['arthurfaguiar', 'surreal', 'mano']","['arthurfagui', 'surre', 'man']",arthurfagui surre man
@arthurfaguiar que nada kkkkkk mar tá gigante,@arthurfaguiar que nada kkkkkk mar tá gigante,arthurfaguiar que nada kkkkkk mar gigante,"['arthurfaguiar', 'que', 'nada', 'kkkkkk', 'mar', 'gigante']","['arthurfaguiar', 'nada', 'kkkkkk', 'mar', 'gigante']","['arthurfagui', 'nad', 'kkkkkk', 'mar', 'gigant']",arthurfagui nad kkkkkk mar gigant
@modric_94 hahhaha um dia chega minha vez,@modric_94 hahhaha um dia chega minha vez,modric_94 hahhaha dia chega minha vez,"['modric_94', 'hahhaha', 'dia', 'chega', 'minha', 'vez']","['modric_94', 'hahhaha', 'dia', 'chega', 'vez']","['modric_94', 'hahhah', 'dia', 'cheg', 'vez']",modric_94 hahhah dia cheg vez
@nessaccerqueira 🙌🙌🙌,@nessaccerqueira :raising_hands::raising_hands::raising_hands:,nessaccerqueira raising_handsraising_handsraising_hands,"['nessaccerqueira', 'raising_handsraising_handsraising_hands']","['nessaccerqueira', 'raising_handsraising_handsraising_hands']","['nessaccerc', 'raising_handsraising_handsraising_hand']",nessaccerc raising_handsraising_handsraising_hand
@kunknelson 😂😂😂😂😂 uhum,@kunknelson :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy: uhum,kunknelson face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy uhum,"['kunknelson', 'face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy', 'uhum']","['kunknelson', 'face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy', 'uhum']","['kunknelson', 'face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy', 'uhum']",kunknelson face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy uhum
@kunknelson rir aqui 😂😂😂,@kunknelson rir aqui :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,kunknelson rir aqui face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy,"['kunknelson', 'rir', 'aqui', 'face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy']","['kunknelson', 'rir', 'aqui', 'face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy']","['kunknelson', 'rir', 'aqu', 'face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy']",kunknelson rir aqu face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy
😂😂😂😂😂,:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy,['face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy'],['face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy'],['face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy'],face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy
Meu pai Haoly sendo sempre apombado olha o jeitinho 😂😂😂😂😂😂😂tou passada,Meu pai Haoly sendo sempre apombado olha o jeitinho :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:tou passada,meu pai haoly sendo sempre apombado olha jeitinho face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joytou passada,"['meu', 'pai', 'haoly', 'sendo', 'sempre', 'apombado', 'olha', 'jeitinho', 'face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joytou', 'passada']","['pai', 'haoly', 'sendo', 'sempre', 'apombado', 'olha', 'jeitinho', 'face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joytou', 'passada']","['pai', 'haoly', 'send', 'sempr', 'apomb', 'olh', 'jeit', 'face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyt', 'pass']",pai haoly send sempr apomb olh jeit face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyt pass
@meditando_palavra_deus 🙌🙌🙌,@meditando_palavra_deus :raising_hands::raising_hands::raising_hands:,meditando_palavra_deus raising_handsraising_handsraising_hands,"['meditando_palavra_deus', 'raising_handsraising_handsraising_hands']","['meditando_palavra_deus', 'raising_handsraising_handsraising_hands']","['meditando_palavra_d', 'raising_handsraising_handsraising_hand']",meditando_palavra_d raising_handsraising_handsraising_hand
"A pergunta que não quer calar... De quem é essa mão, hein??? 😂 E vem cá, tem evento melhor que esse? Date perfeito! 😍","A pergunta que não quer calar... De quem é essa mão, hein??? :face_with_tears_of_joy: E vem cá, tem evento melhor que esse? Date perfeito! :smiling_face_with_heart-eyes:",pergunta que não quer calar quem essa mão hein face_with_tears_of_joy vem cá tem evento melhor que esse date perfeito smiling_face_with_hearteyes,"['pergunta', 'que', 'não', 'quer', 'calar', 'quem', 'essa', 'mão', 'hein', 'face_with_tears_of_joy', 'vem', 'cá', 'tem', 'evento', 'melhor', 'que', 'esse', 'date', 'perfeito', 'smiling_face_with_hearteyes']","['pergunta', 'quer', 'calar', 'mão', 'hein', 'face_with_tears_of_joy', 'vem', 'cá', 'evento', 'melhor', 'date', 'perfeito', 'smiling_face_with_hearteyes']","['pergunt', 'qu', 'cal', 'mão', 'hein', 'face_with_tears_of_joy', 'vem', 'cá', 'event', 'melhor', 'dat', 'perfeit', 'smiling_face_with_heartey']",pergunt qu cal mão hein face_with_tears_of_joy vem cá event melhor dat perfeit smiling_face_with_heartey
💙💛,:blue_heart::yellow_heart:,blue_heartyellow_heart,['blue_heartyellow_heart'],['blue_heartyellow_heart'],['blue_heartyellow_heart'],blue_heartyellow_heart
O melhor @bancodobrasil 💙💛 Amo meu banco .,O melhor @bancodobrasil :blue_heart::yellow_heart: Amo meu banco .,melhor bancodobrasil blue_heartyellow_heart amo meu banco,"['melhor', 'bancodobrasil', 'blue_heartyellow_heart', 'amo', 'meu', 'banco']","['melhor', 'bancodobrasil', 'blue_heartyellow_heart', 'amo', 'banco']","['melhor', 'bancodobrasil', 'blue_heartyellow_heart', 'amo', 'banc']",melhor bancodobrasil blue_heartyellow_heart amo banc
👏👏👏👏👏👏,:clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:,clapping_handsclapping_handsclapping_handsclapping_handsclapping_handsclapping_hands,['clapping_handsclapping_handsclapping_handsclapping_handsclapping_handsclapping_hands'],['clapping_handsclapping_handsclapping_handsclapping_handsclapping_handsclapping_hands'],['clapping_handsclapping_handsclapping_handsclapping_handsclapping_handsclapping_hand'],clapping_handsclapping_handsclapping_handsclapping_handsclapping_handsclapping_hand
👏👏👏,:clapping_hands::clapping_hands::clapping_hands:,clapping_handsclapping_handsclapping_hands,['clapping_handsclapping_handsclapping_hands'],['clapping_handsclapping_handsclapping_hands'],['clapping_handsclapping_handsclapping_hand'],clapping_handsclapping_handsclapping_hand
👏👏,:clapping_hands::clapping_hands:,clapping_handsclapping_hands,['clapping_handsclapping_hands'],['clapping_handsclapping_hands'],['clapping_handsclapping_hand'],clapping_handsclapping_hand
@daialves3.0 consegui 7.500,@daialves3.0 consegui 7.500,daialves30 consegui 7500,"['daialves30', 'consegui', '7500']","['daialves30', 'consegui', '7500']","['daialves30', 'consegu', '7500']",daialves30 consegu 7500
@daialves3.0 eu tenho que ir pessoalmente na agência é?  Tenho essa dúvida!,@daialves3.0 eu tenho que ir pessoalmente na agência é?  Tenho essa dúvida!,daialves30 tenho que pessoalmente agência tenho essa dúvida,"['daialves30', 'tenho', 'que', 'pessoalmente', 'agência', 'tenho', 'essa', 'dúvida']","['daialves30', 'pessoalmente', 'agência', 'dúvida']","['daialves30', 'pessoal', 'agênc', 'dúv']",daialves30 pessoal agênc dúv
"Explicar sobre oh Jovem aprendiz,Como vai Funcionar e sobre os 1509","Explicar sobre oh Jovem aprendiz,Como vai Funcionar e sobre os 1509",explicar sobre jovem aprendizcomo vai funcionar sobre 1509,"['explicar', 'sobre', 'jovem', 'aprendizcomo', 'vai', 'funcionar', 'sobre', '1509']","['explicar', 'sobre', 'jovem', 'aprendizcomo', 'vai', 'funcionar', 'sobre', '1509']","['explic', 'sobr', 'jov', 'aprendizc', 'vai', 'funcion', 'sobr', '1509']",explic sobr jov aprendizc vai funcion sobr 1509
Quem tem nome negativado consegue fazer ?,Quem tem nome negativado consegue fazer ?,quem tem nome negativado consegue fazer,"['quem', 'tem', 'nome', 'negativado', 'consegue', 'fazer']","['nome', 'negativado', 'consegue', 'fazer']","['nom', 'negativ', 'conseg', 'faz']",nom negativ conseg faz
"@daialves3.0 consegui um valor alto, depende de quanto tempo de empresa você tem , isso conta e sua margem disponível.","@daialves3.0 consegui um valor alto, depende de quanto tempo de empresa você tem , isso conta e sua margem disponível.",daialves30 consegui valor alto depende quanto tempo empresa você tem isso conta sua margem disponível,"['daialves30', 'consegui', 'valor', 'alto', 'depende', 'quanto', 'tempo', 'empresa', 'você', 'tem', 'isso', 'conta', 'sua', 'margem', 'disponível']","['daialves30', 'consegui', 'valor', 'alto', 'depende', 'quanto', 'tempo', 'empresa', 'conta', 'margem', 'disponível']","['daialves30', 'consegu', 'val', 'alt', 'depend', 'quant', 'temp', 'empr', 'cont', 'marg', 'dispon']",daialves30 consegu val alt depend quant temp empr cont marg dispon
@karol_alcantara_01 é negativada?,@karol_alcantara_01 é negativada?,karol_alcantara_01 negativada,"['karol_alcantara_01', 'negativada']","['karol_alcantara_01', 'negativada']","['karol_alcantara_01', 'negativ']",karol_alcantara_01 negativ
"Para mim aparece uma margem consignável mas não consigo simular, consegue me ajudar?","Para mim aparece uma margem consignável mas não consigo simular, consegue me ajudar?",para mim aparece uma margem consignável mas não consigo simular consegue ajudar,"['para', 'mim', 'aparece', 'uma', 'margem', 'consignável', 'mas', 'não', 'consigo', 'simular', 'consegue', 'ajudar']","['mim', 'aparece', 'margem', 'consignável', 'consigo', 'simular', 'consegue', 'ajudar']","['mim', 'aparec', 'marg', 'consign', 'consig', 'simul', 'conseg', 'ajud']",mim aparec marg consign consig simul conseg ajud
@bancodobrasil Chamei lá!,@bancodobrasil Chamei lá!,bancodobrasil chamei lá,"['bancodobrasil', 'chamei', 'lá']","['bancodobrasil', 'chamei', 'lá']","['bancodobrasil', 'cham', 'lá']",bancodobrasil cham lá
"Eu fiz a 15 dias atrás,só vou começar a pagar com 89 dias depois?","Eu fiz a 15 dias atrás,só vou começar a pagar com 89 dias depois?",fiz dias atrássó vou começar pagar com dias depois,"['fiz', 'dias', 'atrássó', 'vou', 'começar', 'pagar', 'com', 'dias', 'depois']","['fiz', 'dias', 'atrássó', 'vou', 'começar', 'pagar', 'dias']","['fiz', 'dia', 'atrássó', 'vou', 'começ', 'pag', 'dia']",fiz dia atrássó vou começ pag dia
"Estou em contrato determinado que vai fazer 2 anos em julho, eu só vou poder fazer depois desse período é isso","Estou em contrato determinado que vai fazer 2 anos em julho, eu só vou poder fazer depois desse período é isso",estou contrato determinado que vai fazer anos julho vou poder fazer depois desse período isso,"['estou', 'contrato', 'determinado', 'que', 'vai', 'fazer', 'anos', 'julho', 'vou', 'poder', 'fazer', 'depois', 'desse', 'período', 'isso']","['contrato', 'determinado', 'vai', 'fazer', 'anos', 'julho', 'vou', 'poder', 'fazer', 'desse', 'período']","['contrat', 'determin', 'vai', 'faz', 'ano', 'julh', 'vou', 'pod', 'faz', 'dess', 'períod']",contrat determin vai faz ano julh vou pod faz dess períod
👏🏽👏🏽👏🏽👏🏽👏🏽,:clapping_hands_medium_skin_tone::clapping_hands_medium_skin_tone::clapping_hands_medium_skin_tone::clapping_hands_medium_skin_tone::clapping_hands_medium_skin_tone:,clapping_hands_medium_skin_toneclapping_hands_medium_skin_toneclapping_hands_medium_skin_toneclapping_hands_medium_skin_toneclapping_hands_medium_skin_tone,['clapping_hands_medium_skin_toneclapping_hands_medium_skin_toneclapping_hands_medium_skin_toneclapping_hands_medium_skin_toneclapping_hands_medium_skin_tone'],['clapping_hands_medium_skin_toneclapping_hands_medium_skin_toneclapping_hands_medium_skin_toneclapping_hands_medium_skin_toneclapping_hands_medium_skin_tone'],['clapping_hands_medium_skin_toneclapping_hands_medium_skin_toneclapping_hands_medium_skin_toneclapping_hands_medium_skin_toneclapping_hands_medium_skin_ton'],clapping_hands_medium_skin_toneclapping_hands_medium_skin_toneclapping_hands_medium_skin_toneclapping_hands_medium_skin_toneclapping_hands_medium_skin_ton
"Quem tem consignado em outro banco,  pode também??","Quem tem consignado em outro banco,  pode também??",quem tem consignado outro banco pode também,"['quem', 'tem', 'consignado', 'outro', 'banco', 'pode', 'também']","['consignado', 'outro', 'banco', 'pode']","['consign', 'outr', 'banc', 'pod']",consign outr banc pod
@bancodobrasil consigo fazer potabilidade??,@bancodobrasil consigo fazer potabilidade??,bancodobrasil consigo fazer potabilidade,"['bancodobrasil', 'consigo', 'fazer', 'potabilidade']","['bancodobrasil', 'consigo', 'fazer', 'potabilidade']","['bancodobrasil', 'consig', 'faz', 'potabil']",bancodobrasil consig faz potabil
Não consigo nem simular ... função não disponível,Não consigo nem simular ... função não disponível,não consigo nem simular  função não disponível,"['não', 'consigo', 'nem', 'simular', 'função', 'não', 'disponível']","['consigo', 'simular', 'função', 'disponível']","['consig', 'simul', 'funç', 'dispon']",consig simul funç dispon
O desconto depois que pega o empréstimo é descontado automaticamente do salário ou eu tenho que depositar lá no BB ?,O desconto depois que pega o empréstimo é descontado automaticamente do salário ou eu tenho que depositar lá no BB ?,desconto depois que pega empréstimo descontado automaticamente salário tenho que depositar,"['desconto', 'depois', 'que', 'pega', 'empréstimo', 'descontado', 'automaticamente', 'salário', 'tenho', 'que', 'depositar']","['desconto', 'pega', 'empréstimo', 'descontado', 'automaticamente', 'salário', 'depositar']","['descont', 'peg', 'emprést', 'descont', 'automatic', 'salári', 'depos']",descont peg emprést descont automatic salári depos
"@tinasantos2015 tina, fala pra essa mulher voltaaar, pelo amor de deus nos ajude kkkk sdds, bj❤️","@tinasantos2015 tina, fala pra essa mulher voltaaar, pelo amor de deus nos ajude kkkk sdds, bj:red_heart:",tinasantos2015 tina fala pra essa mulher voltaaar pelo amor deus nos ajude kkkk sdds bjred_heart,"['tinasantos2015', 'tina', 'fala', 'pra', 'essa', 'mulher', 'voltaaar', 'pelo', 'amor', 'deus', 'nos', 'ajude', 'kkkk', 'sdds', 'bjred_heart']","['tinasantos2015', 'tina', 'fala', 'pra', 'mulher', 'voltaaar', 'amor', 'deus', 'ajude', 'kkkk', 'sdds', 'bjred_heart']","['tinasantos2015', 'tin', 'fal', 'pra', 'mulh', 'voltaa', 'am', 'deu', 'ajud', 'kkkk', 'sdd', 'bjred_heart']",tinasantos2015 tin fal pra mulh voltaa am deu ajud kkkk sdd bjred_heart
😍🥰❤️👏,:smiling_face_with_heart-eyes::smiling_face_with_hearts::red_heart::clapping_hands:,smiling_face_with_hearteyessmiling_face_with_heartsred_heartclapping_hands,['smiling_face_with_hearteyessmiling_face_with_heartsred_heartclapping_hands'],['smiling_face_with_hearteyessmiling_face_with_heartsred_heartclapping_hands'],['smiling_face_with_hearteyessmiling_face_with_heartsred_heartclapping_hand'],smiling_face_with_hearteyessmiling_face_with_heartsred_heartclapping_hand
"Vc é tudoooooo, Jaque. Sou sua fã e do BB 💛💙","Vc é tudoooooo, Jaque. Sou sua fã e do BB :yellow_heart::blue_heart:",tudoooooo jaque sou sua yellow_heartblue_heart,"['tudoooooo', 'jaque', 'sou', 'sua', 'yellow_heartblue_heart']","['tudoooooo', 'jaque', 'yellow_heartblue_heart']","['tudooooo', 'jaqu', 'yellow_heartblue_heart']",tudooooo jaqu yellow_heartblue_heart
Voltaaaaaaa 😍,Voltaaaaaaa :smiling_face_with_heart-eyes:,voltaaaaaaa smiling_face_with_hearteyes,"['voltaaaaaaa', 'smiling_face_with_hearteyes']","['voltaaaaaaa', 'smiling_face_with_hearteyes']","['voltaaaaaa', 'smiling_face_with_heartey']",voltaaaaaa smiling_face_with_heartey
❤️❤️👏👏,:red_heart::red_heart::clapping_hands::clapping_hands:,red_heartred_heartclapping_handsclapping_hands,['red_heartred_heartclapping_handsclapping_hands'],['red_heartred_heartclapping_handsclapping_hands'],['red_heartred_heartclapping_handsclapping_hand'],red_heartred_heartclapping_handsclapping_hand
👏👏👏👏👏👏 parabéns amiga,:clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands: parabéns amiga,clapping_handsclapping_handsclapping_handsclapping_handsclapping_handsclapping_hands parabéns amiga,"['clapping_handsclapping_handsclapping_handsclapping_handsclapping_handsclapping_hands', 'parabéns', 'amiga']","['clapping_handsclapping_handsclapping_handsclapping_handsclapping_handsclapping_hands', 'parabéns', 'amiga']","['clapping_handsclapping_handsclapping_handsclapping_handsclapping_handsclapping_hand', 'parabém', 'amig']",clapping_handsclapping_handsclapping_handsclapping_handsclapping_handsclapping_hand parabém amig
E todos nós estamos com saudades de você em quadra ❤️,E todos nós estamos com saudades de você em quadra :red_heart:,todos nós estamos com saudades você quadra red_heart,"['todos', 'nós', 'estamos', 'com', 'saudades', 'você', 'quadra', 'red_heart']","['todos', 'saudades', 'quadra', 'red_heart']","['tod', 'saudad', 'quadr', 'red_heart']",tod saudad quadr red_heart
@ge.globo está aí nossa nova apresentadora ❤️👏🙌,@ge.globo está aí nossa nova apresentadora :red_heart::clapping_hands::raising_hands:,geglobo está nossa nova apresentadora red_heartclapping_handsraising_hands,"['geglobo', 'está', 'nossa', 'nova', 'apresentadora', 'red_heartclapping_handsraising_hands']","['geglobo', 'nova', 'apresentadora', 'red_heartclapping_handsraising_hands']","['geglob', 'nov', 'apresent', 'red_heartclapping_handsraising_hand']",geglob nov apresent red_heartclapping_handsraising_hand
"@jaqueline só me faltava 😂 estava se segurando, claro 😂","@jaqueline só me faltava :face_with_tears_of_joy: estava se segurando, claro :face_with_tears_of_joy:",jaqueline faltava face_with_tears_of_joy estava segurando claro face_with_tears_of_joy,"['jaqueline', 'faltava', 'face_with_tears_of_joy', 'estava', 'segurando', 'claro', 'face_with_tears_of_joy']","['jaqueline', 'faltava', 'face_with_tears_of_joy', 'segurando', 'claro', 'face_with_tears_of_joy']","['jaquelin', 'falt', 'face_with_tears_of_joy', 'segur', 'clar', 'face_with_tears_of_joy']",jaquelin falt face_with_tears_of_joy segur clar face_with_tears_of_joy
👏👏👏👏você só nos trouxe orgulho,:clapping_hands::clapping_hands::clapping_hands::clapping_hands:você só nos trouxe orgulho,clapping_handsclapping_handsclapping_handsclapping_handsvocê nos trouxe orgulho,"['clapping_handsclapping_handsclapping_handsclapping_handsvocê', 'nos', 'trouxe', 'orgulho']","['clapping_handsclapping_handsclapping_handsclapping_handsvocê', 'trouxe', 'orgulho']","['clapping_handsclapping_handsclapping_handsclapping_handsvoc', 'troux', 'orgulh']",clapping_handsclapping_handsclapping_handsclapping_handsvoc troux orgulh
👏👏👏👏👏 Saudades,:clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands: Saudades,clapping_handsclapping_handsclapping_handsclapping_handsclapping_hands saudades,"['clapping_handsclapping_handsclapping_handsclapping_handsclapping_hands', 'saudades']","['clapping_handsclapping_handsclapping_handsclapping_handsclapping_hands', 'saudades']","['clapping_handsclapping_handsclapping_handsclapping_handsclapping_hand', 'saudad']",clapping_handsclapping_handsclapping_handsclapping_handsclapping_hand saudad
"😍😍😍😍😍
Que maravicherye",":smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:
Que maravicherye",smiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyes que maravicherye,"['smiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyes', 'que', 'maravicherye']","['smiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyes', 'maravicherye']","['smiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_heartey', 'maravichery']",smiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_heartey maravichery
"jaqueeeee, aceita uma proposta pra voltar por favorrrrr 😢","jaqueeeee, aceita uma proposta pra voltar por favorrrrr :crying_face:",jaqueeeee aceita uma proposta pra voltar por favorrrrr crying_face,"['jaqueeeee', 'aceita', 'uma', 'proposta', 'pra', 'voltar', 'por', 'favorrrrr', 'crying_face']","['jaqueeeee', 'aceita', 'proposta', 'pra', 'voltar', 'favorrrrr', 'crying_face']","['jaqueeee', 'aceit', 'propost', 'pra', 'volt', 'favorrrrr', 'crying_fac']",jaqueeee aceit propost pra volt favorrrrr crying_fac
😍,:smiling_face_with_heart-eyes:,smiling_face_with_hearteyes,['smiling_face_with_hearteyes'],['smiling_face_with_hearteyes'],['smiling_face_with_heartey'],smiling_face_with_heartey
Saudades temos nós torcedores de ve-la brilhar em quadra,Saudades temos nós torcedores de ve-la brilhar em quadra,saudades temos nós torcedores vela brilhar quadra,"['saudades', 'temos', 'nós', 'torcedores', 'vela', 'brilhar', 'quadra']","['saudades', 'torcedores', 'vela', 'brilhar', 'quadra']","['saudad', 'torc', 'vel', 'brilh', 'quadr']",saudad torc vel brilh quadr
De ver sua garra,De ver sua garra,ver sua garra,"['ver', 'sua', 'garra']","['ver', 'garra']","['ver', 'garr']",ver garr
De ver sua emoção.... maravilhosa,De ver sua emoção.... maravilhosa,ver sua emoção maravilhosa,"['ver', 'sua', 'emoção', 'maravilhosa']","['ver', 'emoção', 'maravilhosa']","['ver', 'emoç', 'maravilh']",ver emoç maravilh
👏👏👏,:clapping_hands::clapping_hands::clapping_hands:,clapping_handsclapping_handsclapping_hands,['clapping_handsclapping_handsclapping_hands'],['clapping_handsclapping_handsclapping_hands'],['clapping_handsclapping_handsclapping_hand'],clapping_handsclapping_handsclapping_hand
Dificilmente veremos uma nova camisa 8 com tanta qualidade,Dificilmente veremos uma nova camisa 8 com tanta qualidade,dificilmente veremos uma nova camisa com tanta qualidade,"['dificilmente', 'veremos', 'uma', 'nova', 'camisa', 'com', 'tanta', 'qualidade']","['dificilmente', 'veremos', 'nova', 'camisa', 'tanta', 'qualidade']","['dificil', 'ver', 'nov', 'camis', 'tant', 'qual']",dificil ver nov camis tant qual
❤️😢,:red_heart::crying_face:,red_heartcrying_face,['red_heartcrying_face'],['red_heartcrying_face'],['red_heartcrying_fac'],red_heartcrying_fac
Saudade de vc nas quadras ❤️,Saudade de vc nas quadras :red_heart:,saudade nas quadras red_heart,"['saudade', 'nas', 'quadras', 'red_heart']","['saudade', 'quadras', 'red_heart']","['saudad', 'quadr', 'red_heart']",saudad quadr red_heart
Amei as reações❤️👏👏👏,Amei as reações:red_heart::clapping_hands::clapping_hands::clapping_hands:,amei reaçõesred_heartclapping_handsclapping_handsclapping_hands,"['amei', 'reaçõesred_heartclapping_handsclapping_handsclapping_hands']","['amei', 'reaçõesred_heartclapping_handsclapping_handsclapping_hands']","['ame', 'reaçõesred_heartclapping_handsclapping_handsclapping_hand']",ame reaçõesred_heartclapping_handsclapping_handsclapping_hand
Você arrasa mutio !!,Você arrasa mutio !!,você arrasa mutio,"['você', 'arrasa', 'mutio']","['arrasa', 'mutio']","['arras', 'muti']",arras muti
😍😍😍👏👏👏,:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::clapping_hands::clapping_hands::clapping_hands:,smiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyesclapping_handsclapping_handsclapping_hands,['smiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyesclapping_handsclapping_handsclapping_hands'],['smiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyesclapping_handsclapping_handsclapping_hands'],['smiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyesclapping_handsclapping_handsclapping_hand'],smiling_face_with_hearteyessmiling_face_with_hearteyessmiling_face_with_hearteyesclapping_handsclapping_handsclapping_hand
@jaqueline poderia ir para o volei de praia ❤️,@jaqueline poderia ir para o volei de praia :red_heart:,jaqueline poderia para volei praia red_heart,"['jaqueline', 'poderia', 'para', 'volei', 'praia', 'red_heart']","['jaqueline', 'poderia', 'volei', 'praia', 'red_heart']","['jaquelin', 'pod', 'vol', 'prai', 'red_heart']",jaquelin pod vol prai red_heart
👀👀👀👀👀,:eyes::eyes::eyes::eyes::eyes:,eyeseyeseyeseyeseyes,['eyeseyeseyeseyeseyes'],['eyeseyeseyeseyeseyes'],['eyeseyeseyeseyesey'],eyeseyeseyeseyesey
E ai quando vai ser o jogo de despedida...se não tem jogo de despedida não tem aposentadoria...😂,E ai quando vai ser o jogo de despedida...se não tem jogo de despedida não tem aposentadoria...:face_with_tears_of_joy:,quando vai ser jogo despedidase não tem jogo despedida não tem aposentadoriaface_with_tears_of_joy,"['quando', 'vai', 'ser', 'jogo', 'despedidase', 'não', 'tem', 'jogo', 'despedida', 'não', 'tem', 'aposentadoriaface_with_tears_of_joy']","['vai', 'jogo', 'despedidase', 'jogo', 'despedida', 'aposentadoriaface_with_tears_of_joy']","['vai', 'jog', 'despedidas', 'jog', 'desped', 'aposentadoriaface_with_tears_of_joy']",vai jog despedidas jog desped aposentadoriaface_with_tears_of_joy
